Ipopt 3.13.4: 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

This is Ipopt version 3.13.4, running with linear solver ma27.

Number of nonzeros in equality constraint Jacobian...:     8359
Number of nonzeros in inequality constraint Jacobian.:    27840
Number of nonzeros in Lagrangian Hessian.............:     6440

Total number of variables............................:     2789
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     2267
                     variables with only upper bounds:        0
Total number of equality constraints.................:     2268
Total number of inequality constraints...............:     5568
        inequality constraints with only lower bounds:     5568
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  2.8498602e+01 4.60e+00 2.08e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.8825242e+01 4.48e+00 2.00e+01   0.3 2.43e+01   0.0 1.14e-01 2.61e-02f  1
   2  3.0728836e+01 4.16e+00 1.53e+03   1.1 2.50e+01  -0.5 5.01e-01 7.61e-02f  1
   3  3.1837704e+01 3.64e+00 1.46e+03   1.4 5.75e+01    -  7.85e-02 1.25e-01f  1
   4  3.2127924e+01 3.36e+00 1.16e+03   1.4 6.35e+01    -  1.41e-01 7.43e-02f  1
   5  3.2355726e+01 3.14e+00 9.17e+02   1.4 8.42e+01    -  8.73e-02 6.61e-02f  1
   6  3.2668728e+01 2.76e+00 1.02e+03   1.4 9.14e+01    -  6.95e-02 1.21e-01f  1
   7  3.2723570e+01 2.66e+00 9.17e+02   1.4 1.06e+02    -  1.04e-01 3.73e-02f  1
   8  3.2832602e+01 2.54e+00 8.68e+02   1.4 8.67e+01    -  6.48e-02 4.61e-02f  1
   9  3.2891253e+01 2.40e+00 8.23e+02   1.4 1.07e+02    -  5.57e-02 5.51e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  3.3073540e+01 2.19e+00 7.67e+02   1.4 1.14e+02    -  4.89e-02 8.43e-02f  1
  11  3.3136547e+01 2.12e+00 7.44e+02   1.4 1.16e+02    -  3.48e-02 3.25e-02f  1
  12  3.3238858e+01 2.02e+00 7.09e+02   1.4 1.72e+02    -  6.75e-02 5.06e-02f  1
  13  3.3278278e+01 1.96e+00 8.22e+02   1.4 8.67e+01    -  1.53e-02 2.92e-02h  1
  14  3.3290457e+01 1.93e+00 1.09e+03   1.4 1.84e+02    -  4.93e-02 1.47e-02f  2
  15  3.3301148e+01 1.90e+00 8.86e+02   1.4 1.70e+02    -  1.12e-02 1.50e-02h  2
  16  3.3303561e+01 1.86e+00 8.62e+02   1.4 1.41e+02    -  1.73e-02 2.02e-02f  1
  17  3.3298468e+01 1.83e+00 7.65e+03   1.4 1.49e+02    -  5.57e-02 1.64e-02f  1
  18  3.3298741e+01 1.82e+00 7.61e+03   1.4 3.77e+02    -  1.88e-02 5.50e-03h  1
  19  3.3297978e+01 1.81e+00 7.99e+03   1.4 4.51e+02    -  3.27e-02 3.04e-03f  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  3.3296927e+01 1.80e+00 2.18e+04   1.4 4.07e+02    -  5.82e-02 6.29e-03h  3
  21  3.3297551e+01 1.78e+00 5.32e+04   1.4 3.30e+02    -  5.87e-02 1.17e-02h  2
  22  3.3299363e+01 1.77e+00 3.36e+04   1.4 2.47e+02    -  2.02e-04 8.89e-03h  2
  23  3.3292662e+01 1.75e+00 3.33e+04   1.4 1.94e+02    -  8.95e-03 9.32e-03f  2
  24  3.3290892e+01 1.74e+00 3.39e+04   1.4 2.77e+02    -  9.24e-03 4.09e-03f  2
  25  3.3292590e+01 1.73e+00 3.80e+04   1.4 3.69e+02    -  2.36e-02 4.37e-03f  3
  26  3.3304200e+01 1.73e+00 5.30e+04   1.4 5.61e+02    -  3.60e-02 4.74e-03f  3
  27  3.3314645e+01 1.72e+00 7.29e+04   1.4 8.00e+02    -  2.49e-02 2.47e-03f  4
  28  3.3323301e+01 1.72e+00 1.05e+05   1.4 8.99e+02    -  2.79e-02 2.52e-03f  4
  29  3.3317028e+01 1.68e+00 9.78e+04   1.4 9.70e+02    -  1.78e-02 2.07e-02w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.3340853e+01 1.68e+00 1.00e+05   1.4 2.47e+03    -  5.77e-03 3.76e-03w  1
  31  3.3401838e+01 1.66e+00 1.04e+05   1.4 1.18e+03    -  8.97e-03 6.54e-03w  1
  32  3.3322517e+01 1.71e+00 1.34e+05   1.4 2.99e+03    -  1.78e-02 2.59e-03f  3
  33  3.3307790e+01 1.70e+00 1.69e+05   1.4 9.94e+02    -  2.07e-02 6.81e-03f  2
  34  3.3308305e+01 1.70e+00 2.85e+05   1.4 9.33e+02    -  2.88e-02 5.77e-04h  5
  35  3.3342561e+01 1.69e+00 2.91e+05   1.4 1.22e+03    -  6.84e-03 4.63e-03f  1
  36  3.3357551e+01 1.69e+00 3.12e+05   1.4 1.69e+03    -  8.54e-03 2.54e-03f  2
  37  3.3359789e+01 1.69e+00 4.58e+05   1.4 1.57e+03    -  3.35e-02 4.09e-04h  5
  38  3.3364638e+01 1.69e+00 5.35e+05   1.4 1.00e+03    -  9.57e-03 9.96e-04h  5
  39  3.3369554e+01 1.68e+00 8.84e+05   1.4 1.13e+03    -  3.19e-02 7.88e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  3.3370630e+01 1.68e+00 9.24e+05   1.4 1.46e+03    -  2.04e-03 4.56e-05h  8
  41  3.3371156e+01 1.68e+00 1.20e+06   1.4 1.50e+03    -  1.31e-02 2.06e-05h  9
  42  3.3371659e+01 1.68e+00 1.27e+06   1.4 1.39e+03    -  2.32e-03 2.16e-05h  9
  43  3.3445964e+01 1.68e+00 1.26e+06   1.4 1.39e+03    -  3.17e-03 3.17e-03s 15
  44  3.3513654e+01 1.67e+00 1.26e+06   1.4 1.66e+03    -  2.50e-03 2.50e-03s 15
  45  3.3537777e+01 1.67e+00 1.26e+06   1.4 1.68e+03    -  2.57e-03 2.57e-03s 15
